120.15,121.04,121.38,119.96
118.95,120.13,120.18,118.74
118.40,118.98,119.30,118.28
117.38,118.14,118.39,116.26
117.38,117.46,117.90,116.85
117.61,117.38,117.93,117.08
118.65,117.55,118.76,117.40
118.90,118.60,119.31,118.41
118.51,118.80,118.83,117.70
119.89,118.47,120.01,118.43
119.64,119.76,120.33,119.44
119.77,119.58,119.92,119.30
118.21,119.72,119.92,117.94
118.87,118.27,118.88,117.85
118.22,118.94,119.09,117.37
118.47,118.25,118.78,117.70
118.18,118.46,118.84,117.89
117.09,118.09,118.18,116.80
117.98,117.06,118.39,116.95
118.35,117.96,118.58,117.20
118.53,118.30,118.91,117.90
118.91,118.52,119.32,118.13
119.90,118.87,120.13,118.32
120.33,119.80,120.72,119.57
120.03,120.22,120.71,119.73
121.66,120.00,122.33,119.40
122.31,121.73,122.50,121.66
121.98,122.30,123.53,121.89
121.43,122.06,123.10,121.31
121.43,121.39,121.96,120.86
123.37,121.39,123.75,121.24
123.87,123.54,124.26,122.81
123.32,123.83,124.06,122.91
122.86,123.21,123.42,121.99
122.04,122.81,123.10,121.78
122.50,122.06,123.23,122.00
121.74,122.58,122.85,121.05
122.57,121.62,122.81,121.60
122.86,122.63,123.36,122.47
122.67,122.85,123.11,122.28
