119.44,118.88,119.69,118.80
119.50,119.47,119.58,119.12
119.84,119.47,119.98,119.38
119.95,119.83,120.11,119.73
120.69,119.90,120.79,119.59
121.47,120.69,121.50,120.21
121.09,121.41,121.53,120.59
120.46,121.10,121.11,120.14
121.09,120.44,121.28,120.23
121.13,121.08,121.19,120.56
120.62,121.12,121.47,120.26
120.75,120.63,120.81,120.24
121.06,120.73,121.23,120.57
121.56,121.06,121.73,120.98
121.75,121.56,122.01,121.35
123.16,121.74,123.29,121.60
123.19,123.14,123.61,122.95
123.14,123.17,123.45,123.00
122.84,123.16,123.25,122.73
122.61,122.85,123.09,122.53
122.64,122.59,123.00,122.43
123.17,122.32,123.30,122.20
123.45,123.17,123.50,123.14
123.64,123.43,123.69,123.19
122.86,123.62,123.64,122.60
122.91,122.85,123.07,122.70
122.84,122.77,123.28,122.73
122.53,122.83,122.97,122.29
122.72,122.51,122.95,122.23
122.62,122.68,122.75,122.47
122.84,122.60,122.89,122.28
123.10,122.79,123.36,122.66
122.87,123.08,123.29,122.62
123.25,122.87,123.67,122.80
122.61,123.24,123.58,122.27
123.17,122.57,123.38,122.44
123.38,123.20,123.47,123.12
122.92,123.36,123.42,122.69
121.44,122.92,123.06,121.05
121.60,121.45,121.89,121.23
