105.53,104.73,105.81,104.57
104.37,105.53,105.76,103.95
104.75,104.18,105.00,103.42
104.18,104.75,104.82,104.06
104.06,103.95,104.51,103.85
104.35,104.08,104.71,103.65
104.22,104.36,104.53,103.88
103.59,104.20,104.27,103.51
103.69,103.57,103.81,103.42
103.00,103.68,104.13,102.67
103.06,103.05,103.36,102.78
103.78,103.03,104.31,103.00
103.12,103.82,104.25,102.84
102.47,103.05,103.17,102.29
102.72,102.69,103.47,102.33
104.61,102.77,104.81,102.41
104.09,104.56,105.03,103.73
105.07,104.12,105.20,103.85
104.80,104.97,105.17,103.83
104.20,104.79,104.84,104.06
103.37,104.31,104.37,103.09
102.42,103.30,103.56,102.11
102.41,102.39,102.87,102.21
102.03,102.41,103.23,101.76
102.07,101.97,102.22,101.65
102.29,102.08,103.00,102.08
102.82,102.26,102.98,102.00
103.31,102.73,103.61,102.46
102.72,103.35,103.94,102.59
102.61,102.76,103.02,102.50
104.08,102.67,104.36,102.48
103.02,104.02,104.14,102.74
103.17,102.97,103.56,102.90
103.36,103.01,103.79,102.35
103.67,103.56,103.82,103.31
103.72,103.67,104.10,103.48
103.66,103.68,104.12,103.32
104.46,103.59,104.74,103.54
104.10,104.47,104.64,103.43
104.87,104.38,105.06,104.03
