111.06,111.11,111.80,110.88
111.27,111.06,111.61,111.00
111.55,111.25,111.72,111.06
111.84,111.30,111.93,111.19
111.98,111.86,112.33,111.78
112.75,112.00,112.80,111.95
112.46,112.74,113.05,112.30
112.72,112.45,112.83,112.08
113.25,112.98,113.31,112.38
113.98,113.25,114.33,113.11
114.28,113.98,114.36,113.62
113.86,114.31,114.39,113.47
113.34,113.86,113.97,113.19
113.78,113.19,113.86,113.11
113.12,113.78,113.80,112.91
110.82,113.13,113.14,110.78
111.50,110.83,111.73,110.23
111.28,111.48,111.70,111.03
111.30,111.33,111.62,110.89
111.78,111.31,111.86,110.86
111.50,111.76,112.12,111.46
111.83,111.48,111.95,111.47
111.34,111.86,111.89,110.89
111.26,111.32,111.48,111.16
110.85,111.27,111.35,110.67
110.78,110.86,111.25,110.47
111.36,110.77,111.48,110.67
110.42,111.34,111.72,110.31
110.47,110.36,110.73,110.25
109.41,110.44,110.52,109.20
109.81,109.44,109.91,109.11
110.00,109.83,110.42,109.39
110.34,110.00,110.81,109.75
109.94,110.36,110.44,109.61
110.07,109.95,110.28,109.82
109.58,110.06,110.36,108.83
110.94,109.56,111.00,109.28
110.86,110.92,111.44,110.64
111.53,110.83,111.61,110.75
111.44,111.53,111.81,111.31
