136.69,143.06,144.12,136.00
137.68,136.40,138.27,135.40
137.11,137.78,137.88,133.60
137.90,138.04,138.95,137.10
139.28,137.80,139.43,137.30
141.28,139.09,141.50,138.90
142.19,141.13,142.38,140.51
142.15,142.18,143.03,141.10
141.86,142.70,143.38,141.20
138.75,142.30,142.45,137.75
138.10,138.75,139.15,137.43
140.72,138.05,141.77,137.85
139.43,140.59,141.04,138.40
140.10,140.37,140.88,139.65
138.75,140.12,140.20,138.23
139.43,138.61,139.91,138.08
141.10,139.60,141.51,139.33
141.38,141.07,141.74,140.15
141.12,142.88,144.31,140.35
139.95,140.95,141.64,139.35
140.40,140.01,141.40,139.96
140.11,140.58,140.97,138.78
139.65,140.12,140.21,138.55
139.00,139.25,139.56,138.53
140.30,139.02,140.52,138.74
141.18,140.22,141.26,140.10
141.31,140.99,142.12,140.53
141.70,141.35,141.75,140.18
142.47,141.37,142.53,141.37
141.12,142.60,142.72,140.70
142.38,140.90,142.95,140.70
143.75,142.40,143.90,141.40
144.80,143.76,144.85,143.36
145.65,144.86,145.91,144.55
144.87,145.67,146.02,144.18
143.91,144.87,144.94,143.30
144.40,143.80,145.08,143.55
146.22,144.58,146.28,144.32
146.31,146.25,146.72,145.92
147.26,146.25,147.65,146.00
