140.63,140.58,142.53,140.50
140.05,140.00,141.07,139.80
139.67,139.62,139.95,138.66
139.95,139.93,140.63,139.45
138.18,138.15,140.63,137.40
136.38,136.35,138.62,135.90
136.75,136.70,137.35,135.70
136.60,136.55,137.55,135.85
137.93,137.90,138.12,136.45
137.50,137.45,138.90,136.92
137.69,137.67,137.72,136.30
136.55,136.50,137.87,136.45
137.25,137.20,137.65,135.15
136.75,136.72,137.69,136.30
136.88,136.85,137.43,136.20
138.18,138.15,138.52,136.90
138.53,138.50,138.62,137.60
136.58,136.53,138.25,136.45
136.74,136.70,137.20,136.40
135.90,135.85,136.85,135.45
133.62,133.60,136.00,133.50
132.25,132.20,134.10,131.95
130.65,130.60,132.15,129.74
130.41,130.38,130.97,128.85
129.47,129.43,131.01,129.30
129.56,129.52,130.81,129.15
129.10,129.05,130.30,128.38
127.78,127.75,128.90,127.60
126.59,126.57,128.74,126.50
125.06,125.03,126.63,124.60
124.44,124.40,125.88,123.60
126.00,125.95,127.50,123.90
126.10,126.05,126.80,125.10
128.25,128.22,128.33,125.95
126.55,126.50,129.20,126.20
128.28,128.25,128.37,126.20
128.20,128.15,129.05,127.45
128.68,128.63,128.70,127.15
128.75,128.70,130.30,128.40
130.12,130.10,130.22,128.78
