115.36,117.25,117.44,115.22
116.92,115.36,117.19,115.06
116.03,116.91,117.53,115.97
115.77,116.02,116.35,115.19
115.41,115.78,116.86,114.24
114.72,115.42,115.53,113.75
114.53,114.72,115.46,114.20
114.20,114.55,114.55,113.67
112.64,114.19,114.30,112.59
114.67,112.61,114.77,112.56
114.87,114.63,115.62,114.38
114.62,114.88,115.41,114.22
112.70,114.37,114.45,112.68
113.80,112.70,113.91,112.50
113.28,113.78,114.00,113.03
114.53,113.28,114.86,113.03
115.08,114.53,115.39,114.39
113.78,115.09,115.14,113.44
112.80,113.75,113.97,112.06
113.25,112.81,113.97,112.62
112.81,113.25,113.36,112.03
112.70,112.78,113.45,112.28
111.75,112.42,112.81,111.64
112.39,111.75,112.58,111.58
111.94,112.36,112.55,111.61
113.25,111.97,113.38,111.73
113.22,113.25,113.88,112.86
113.75,113.33,114.17,113.28
114.26,113.73,114.50,113.22
114.17,114.23,114.97,113.84
113.23,114.17,114.36,113.09
112.88,113.25,113.53,112.61
113.10,112.86,113.26,112.78
113.69,113.08,113.78,113.08
113.30,113.72,113.75,112.91
112.59,113.31,113.47,112.56
112.19,112.61,112.96,111.92
112.70,112.11,112.86,111.92
112.78,112.72,112.91,111.70
113.73,112.78,114.06,112.73
