91.21,91.21,91.46,90.79
90.45,91.20,91.87,89.88
89.85,90.43,90.57,89.80
90.42,90.00,90.47,89.83
89.65,90.42,90.56,89.35
89.97,89.64,90.09,89.14
89.79,89.97,90.55,89.63
90.29,89.80,90.93,89.59
90.76,90.25,90.94,90.00
90.45,90.77,90.91,90.26
90.89,90.45,91.28,90.08
89.38,90.89,91.08,88.55
89.22,89.38,89.89,88.83
89.23,89.27,89.56,89.15
89.82,89.23,89.94,89.22
89.92,89.82,90.06,89.25
89.71,89.92,90.14,89.57
89.94,90.20,90.41,89.62
90.06,90.07,90.24,89.91
90.25,90.06,90.51,89.71
91.08,90.25,91.39,90.15
91.98,91.09,92.10,90.57
91.54,91.97,92.14,91.50
91.27,91.63,91.90,91.02
90.17,91.26,91.29,89.92
90.29,90.17,90.36,89.77
89.30,90.29,90.29,88.80
88.94,89.29,89.50,88.75
89.18,88.86,89.48,88.81
88.77,89.18,89.38,88.55
88.61,88.78,88.99,88.32
89.19,88.60,89.26,88.14
90.31,89.17,90.59,89.16
90.31,90.61,90.66,90.15
90.00,90.31,90.31,89.64
90.50,90.01,90.82,89.94
90.68,90.50,90.75,90.21
90.57,90.67,91.08,90.17
90.33,90.70,90.80,90.28
90.32,90.33,90.73,89.99
