103.33,103.10,103.72,102.83
102.81,103.28,103.72,102.53
102.57,102.81,103.04,102.37
102.56,102.54,103.44,102.12
102.85,102.70,103.15,102.48
102.91,102.82,103.36,102.40
102.65,102.90,103.13,102.58
103.21,102.59,103.44,101.81
102.08,103.19,103.62,102.02
103.22,102.16,103.41,101.88
102.88,103.15,103.36,102.36
104.06,102.93,105.01,102.72
104.58,103.96,105.02,103.82
105.16,104.65,106.20,104.58
104.84,105.36,105.59,104.51
105.53,104.73,105.81,104.57
104.37,105.53,105.76,103.95
104.75,104.18,105.00,103.42
104.18,104.75,104.82,104.06
104.06,103.95,104.51,103.85
104.35,104.08,104.71,103.65
104.22,104.36,104.53,103.88
103.59,104.20,104.27,103.51
103.69,103.57,103.81,103.42
103.00,103.68,104.13,102.67
103.06,103.05,103.36,102.78
103.78,103.03,104.31,103.00
103.12,103.82,104.25,102.84
102.47,103.05,103.17,102.29
102.72,102.69,103.47,102.33
104.61,102.77,104.81,102.41
104.09,104.56,105.03,103.73
105.07,104.12,105.20,103.85
104.80,104.97,105.17,103.83
104.20,104.79,104.84,104.06
103.37,104.31,104.37,103.09
102.42,103.30,103.56,102.11
102.41,102.39,102.87,102.21
102.03,102.41,103.23,101.76
102.07,101.97,102.22,101.65
