123.94,124.15,124.39,123.50
124.03,124.00,124.30,123.83
124.39,124.00,124.41,123.77
124.90,124.38,125.03,123.99
124.74,124.85,124.97,124.52
124.22,124.74,125.08,124.08
124.63,124.13,124.80,124.12
125.13,124.61,125.23,124.49
124.21,125.10,125.29,123.77
124.42,124.18,124.64,124.06
124.31,124.40,124.56,124.02
124.39,124.39,124.58,124.19
124.41,124.37,124.53,124.16
123.81,124.39,124.50,123.68
123.41,123.78,124.17,123.31
122.03,123.40,123.50,121.80
118.42,121.68,122.04,116.46
118.88,118.39,120.41,118.23
119.92,118.84,120.03,118.43
121.03,119.90,121.39,119.77
121.72,121.00,121.73,120.63
121.22,121.65,121.75,120.86
119.38,121.20,121.28,119.26
120.33,119.37,120.47,119.20
120.08,120.32,120.70,119.62
119.00,120.05,120.19,118.75
119.28,118.65,119.58,118.65
119.81,119.27,120.23,118.83
120.51,119.81,121.22,119.78
120.61,120.51,121.34,119.95
120.58,120.60,120.99,120.34
120.23,120.58,120.84,119.83
120.44,120.23,120.67,119.38
120.56,120.40,120.73,120.08
120.00,120.54,121.02,119.77
120.00,119.98,120.30,119.03
120.55,119.79,120.67,119.71
120.15,120.56,120.64,119.68
120.30,120.12,120.56,119.61
120.08,120.25,120.41,119.21
