152.38,152.35,153.88,152.20
150.28,150.25,152.50,150.18
151.74,151.70,152.69,150.00
152.13,152.11,152.57,151.50
153.05,153.00,153.20,151.88
153.68,153.64,153.79,152.85
151.20,151.17,153.79,151.10
151.44,151.41,151.97,150.50
150.88,150.83,152.00,150.78
149.34,149.30,151.26,149.13
148.97,148.95,149.81,148.85
151.41,151.37,151.44,148.75
151.43,151.38,151.68,150.27
152.19,152.16,152.68,151.18
151.97,151.95,152.62,150.70
152.45,152.40,153.05,151.80
152.48,152.43,152.96,152.08
152.68,152.63,152.85,152.20
152.55,152.50,152.80,152.25
153.47,153.45,153.53,152.48
154.75,154.70,154.82,153.27
154.56,154.53,154.84,153.65
154.74,154.71,155.15,154.20
154.12,154.10,154.49,153.25
153.95,153.90,154.85,153.58
153.62,153.60,154.27,153.45
153.53,153.48,154.13,153.35
153.95,153.90,154.35,153.00
154.80,154.75,154.95,154.05
154.85,154.80,155.15,154.55
155.37,155.34,155.80,154.76
154.67,154.62,155.50,154.50
154.48,154.43,155.45,153.78
153.15,153.10,154.74,152.65
152.22,152.20,154.61,151.55
150.81,150.78,152.25,150.75
150.95,150.90,152.20,150.73
149.83,149.78,150.95,149.38
150.55,150.50,151.15,150.00
151.65,151.60,151.75,150.50
